ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,F1980,F1981,F1982,F1983,F1984,F1985,F1986,F1987,F1988,F1989,F1990,F1991,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022,Date_raggruppate
163,Canary Island,,SPI,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,nan/nan/nan
164,Canary Island,,SPI,"Climate related disasters frequency, Number of Disasters: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,nan/nan/nan
165,Canary Island,,SPI,"Climate related disasters frequency, Number of Disasters: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,nan/nan/nan
166,Canary Island,,SPI,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,nan/nan/nan
167,Canary Island,,SPI,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,nan/nan/nan
168,Cayman Islands,KY,CYM,"Climate related disasters frequency, Number of Disasters: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,2.0,,,,2.0,,,,,,,,,,,,,,,nan/nan/nan
169,Cayman Islands,KY,CYM,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,2.0,,,,2.0,,,,,,,,,,,,,,,nan/nan/nan
170,Central African Rep.,CF,CAF,"Climate related disasters frequency, Number of Disasters: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,nan/nan/nan
171,Central African Rep.,CF,CAF,"Climate related disasters frequency, Number of Disasters: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,1.0,1.0,,1.0,2.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,,1.0,1.0,1.0/1.0/nan
172,Central African Rep.,CF,CAF,"Climate related disasters frequency, Number of Disasters: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,1.0,2.0,1.0,,1.0,,1.0,,,,,,nan/nan/nan
173,Central African Rep.,CF,CAF,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,1.0,,1.0,,,,,,,,,,,,2.0,1.0,,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,1.0,2.0,2.0,2.0,,1.0,,2.0,,1.0,,1.0,3.0,2.0/1.0/nan
174,Central African Rep.,CF,CAF,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0/nan/nan
175,Chad,TD,TCD,"Climate related disasters frequency, Number of Disasters: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,1.0,nan/nan/1.0
176,Chad,TD,TCD,"Climate related disasters frequency, Number of Disasters: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,1.0,,1.0,,,,,1.0,2.0,2.0,2.0,1.0,,2.0,,,,,,,1.0,2.0,1.0,1.0,1.0/nan/nan
177,Chad,TD,TCD,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,nan/nan/nan
178,Chad,TD,TCD,"Climate related disasters frequency, Number of Disasters: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,nan/nan/nan
179,Chad,TD,TCD,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",1.0,,,,,1.0,,,2.0,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,2.0,,,,,1.0,3.0,2.0,3.0,1.0,,3.0,,,,,1.0,,2.0,2.0,1.0,2.0,1.0/nan/1.0
180,Chile,CL,CHL,"Climate related disasters frequency, Number of Disasters: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan/nan/nan
181,Chile,CL,CHL,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,1.0/nan/nan
182,Chile,CL,CHL,"Climate related disasters frequency, Number of Disasters: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,1.0,,,,1.0,2.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,2.0,3.0,3.0,,1.0,2.0,1.0,,2.0,,,,1.0,,1.0,2.0,1.0,3.0,,1.0,,1.0,,1.0/nan/1.0
183,Chile,CL,CHL,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,nan/nan/nan
184,Chile,CL,CHL,"Climate related disasters frequency, Number of Disasters: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,2.0,,1.0,,,,,,2.0,,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,nan/nan/2.0
185,Chile,CL,CHL,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,1.0,,2.0,,2.0,3.0,,1.0,1.0,2.0,3.0,2.0,,2.0,,4.0,,1.0,3.0,4.0,5.0,1.0,2.0,3.0,1.0,1.0,2.0,,1.0,3.0,2.0,1.0,2.0,4.0,1.0,5.0,,2.0,,2.0,2.0,2.0/nan/4.0
186,Chile,CL,CHL,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,1.0,1.0,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,2.0,1.0,,1.0,1.0,,1.0,,1.0,,,2.0,nan/nan/1.0
187,"China, P.R.: Hong Kong",HK,HKG,"Climate related disasters frequency, Number of Disasters: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan/nan/nan
188,"China, P.R.: Hong Kong",HK,HKG,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan/nan/nan
189,"China, P.R.: Hong Kong",HK,HKG,"Climate related disasters frequency, Number of Disasters: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,1.0,1.0,,2.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,nan/nan/1.0
190,"China, P.R.: Hong Kong",HK,HKG,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan/nan/nan
191,"China, P.R.: Hong Kong",HK,HKG,"Climate related disasters frequency, Number of Disasters: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",2.0,,1.0,2.0,,1.0,2.0,,1.0,2.0,,1.0,2.0,6.0,,,,1.0,,1.0,,,,2.0,,,,,3.0,1.0,1.0,,,,,,,2.0,1.0,,,2.0,,nan/nan/1.0
192,"China, P.R.: Hong Kong",HK,HKG,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",2.0,1.0,4.0,4.0,,3.0,2.0,2.0,1.0,3.0,,1.0,3.0,7.0,1.0,,,2.0,,1.0,,,,2.0,,1.0,,,3.0,1.0,1.0,,,,,,,2.0,1.0,,,2.0,,nan/nan/2.0
193,"China, P.R.: Hong Kong",HK,HKG,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan/nan/nan
194,"China, P.R.: Macao",MO,MAC,"Climate related disasters frequency, Number of Disasters: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,nan/nan/nan
195,"China, P.R.: Macao",MO,MAC,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,nan/nan/nan
196,"China, P.R.: Mainland",CN,CHN,"Climate related disasters frequency, Number of Disasters: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,1.0,,1.0,,,1.0,,,1.0,2.0,,2.0,1.0,,1.0,,1.0,3.0,2.0,3.0,2.0,,2.0,1.0,,1.0,2.0,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,1.0/nan/1.0
197,"China, P.R.: Mainland",CN,CHN,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",,,,,,,1.0,,,,,,,,1.0,,,3.0,,,,,1.0,,1.0,1.0,,,2.0,,,1.0,1.0,1.0,,,1.0,,,,,,,nan/nan/3.0
198,"China, P.R.: Mainland",CN,CHN,"Climate related disasters frequency, Number of Disasters: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Climate Indicators, Climate Related Disasters Frequency",4.0,5.0,4.0,1.0,2.0,7.0,2.0,4.0,8.0,1.0,3.0,3.0,6.0,4.0,6.0,3.0,4.0,6.0,5.0,6.0,9.0,9.0,10.0,6.0,9.0,11.0,20.0,11.0,7.0,7.0,5.0,5.0,12.0,14.0,13.0,12.0,12.0,12.0,8.0,6.0,5.0,4.0,4.0,3.0/4.0/6.0
